,source,target,weight
1587,Navi Mumbai,Vishakhapatnam,{'weight': 1}
1588,Navi Mumbai,Greater Nagpur Area,{'weight': 1}
1589,Pimpri Chinchwad,Bhubaneswar,{'weight': 1}
1590,Pimpri Chinchwad,Gautam Buddha Nagar,{'weight': 1}
1591,Pimpri Chinchwad,Greater Ahmedabad Area,{'weight': 1}
1592,Pimpri Chinchwad,Mangaluru,{'weight': 1}
1593,Pimpri Chinchwad,Jamshedpur,{'weight': 1}
1594,Pimpri Chinchwad,Bangalore Urban district,{'weight': 1}
1595,Pimpri Chinchwad,Mohali district,{'weight': 1}
1596,Pimpri Chinchwad,Trivandrum,{'weight': 1}
1597,Pimpri Chinchwad,Faridabad,{'weight': 1}
1598,Pimpri Chinchwad,Greater Chennai Area,{'weight': 1}
1599,Pimpri Chinchwad,Greater Coimbatore Area,{'weight': 1}
1600,Pimpri Chinchwad,Sriperumbudur,{'weight': 1}
1601,Pimpri Chinchwad,Srinagar,{'weight': 1}
1602,Pimpri Chinchwad,Thane,{'weight': 1}
1603,Pimpri Chinchwad,Visakhapatnam,{'weight': 1}
1604,Pimpri Chinchwad,Agra,{'weight': 1}
1605,Pimpri Chinchwad,Vadodara,{'weight': 1}
1606,Pimpri Chinchwad,Greater Delhi Area,{'weight': 1}
1607,Pimpri Chinchwad,Greater Kolkata Area,{'weight': 1}
1608,Pimpri Chinchwad,Ghaziabad,{'weight': 1}
1609,Pimpri Chinchwad,Vishakhapatnam,{'weight': 1}
1610,Pimpri Chinchwad,Greater Nagpur Area,{'weight': 1}
1611,Greater Delhi Area,Bhubaneswar,{'weight': 1}
1612,Greater Delhi Area,Gautam Buddha Nagar,{'weight': 1}
1613,Greater Delhi Area,Greater Ahmedabad Area,{'weight': 1}
1614,Greater Delhi Area,Mangaluru,{'weight': 1}
1615,Greater Delhi Area,Jamshedpur,{'weight': 1}
1616,Greater Delhi Area,Bangalore Urban district,{'weight': 1}
1617,Greater Delhi Area,Mohali district,{'weight': 2}
1618,Greater Delhi Area,Trivandrum,{'weight': 1}
1619,Greater Delhi Area,Faridabad,{'weight': 1}
1620,Greater Delhi Area,Greater Chennai Area,{'weight': 1}
1621,Greater Delhi Area,Jalandhar,{'weight': 1}
1622,Greater Delhi Area,Greater Coimbatore Area,{'weight': 1}
1623,Greater Delhi Area,Vijayawada,{'weight': 1}
1624,Greater Delhi Area,Sriperumbudur,{'weight': 1}
1625,Greater Delhi Area,Srinagar,{'weight': 1}
1626,Greater Delhi Area,Thane,{'weight': 1}
1627,Greater Delhi Area,Visakhapatnam,{'weight': 1}
1628,Greater Delhi Area,Agra,{'weight': 1}
1629,Greater Delhi Area,Ernakulam,{'weight': 1}
1630,Greater Delhi Area,Vadodara,{'weight': 1}
1631,Greater Delhi Area,Greater Kolkata Area,{'weight': 1}
1632,Greater Delhi Area,Ghaziabad,{'weight': 1}
1633,Greater Delhi Area,Vishakhapatnam,{'weight': 1}
1634,Greater Delhi Area,Greater Nagpur Area,{'weight': 1}
1635,Greater Coimbatore Area,Bhubaneswar,{'weight': 1}
1636,Greater Coimbatore Area,Gautam Buddha Nagar,{'weight': 1}
1637,Greater Coimbatore Area,Greater Ahmedabad Area,{'weight': 1}
1638,Greater Coimbatore Area,Mangaluru,{'weight': 1}
1639,Greater Coimbatore Area,Jamshedpur,{'weight': 1}
1640,Greater Coimbatore Area,Bangalore Urban district,{'weight': 1}
1641,Greater Coimbatore Area,Mohali district,{'weight': 1}
1642,Greater Coimbatore Area,Trivandrum,{'weight': 1}
1643,Greater Coimbatore Area,Faridabad,{'weight': 1}
1644,Greater Coimbatore Area,Greater Chennai Area,{'weight': 1}
1645,Greater Coimbatore Area,Sriperumbudur,{'weight': 1}
1646,Greater Coimbatore Area,Srinagar,{'weight': 1}
1647,Greater Coimbatore Area,Thane,{'weight': 1}
1648,Greater Coimbatore Area,Visakhapatnam,{'weight': 1}
1649,Greater Coimbatore Area,Agra,{'weight': 1}
1650,Greater Coimbatore Area,Vadodara,{'weight': 1}
1651,Greater Coimbatore Area,Greater Kolkata Area,{'weight': 1}
1652,Greater Coimbatore Area,Ghaziabad,{'weight': 1}
1653,Greater Coimbatore Area,Vishakhapatnam,{'weight': 1}
1654,Greater Coimbatore Area,Greater Nagpur Area,{'weight': 1}
1655,Ghaziabad,Bhubaneswar,{'weight': 1}
1656,Ghaziabad,Gautam Buddha Nagar,{'weight': 1}
1657,Ghaziabad,Greater Ahmedabad Area,{'weight': 1}
1658,Ghaziabad,Mangaluru,{'weight': 1}
1659,Ghaziabad,Jamshedpur,{'weight': 1}
1660,Ghaziabad,Bangalore Urban district,{'weight': 1}
1661,Ghaziabad,Mohali district,{'weight': 1}
1662,Ghaziabad,Trivandrum,{'weight': 1}
1663,Ghaziabad,Faridabad,{'weight': 1}
1664,Ghaziabad,Greater Chennai Area,{'weight': 1}
1665,Ghaziabad,Sriperumbudur,{'weight': 1}
1666,Ghaziabad,Srinagar,{'weight': 1}
1667,Ghaziabad,Thane,{'weight': 1}
1668,Ghaziabad,Visakhapatnam,{'weight': 1}
1669,Ghaziabad,Agra,{'weight': 1}
1670,Ghaziabad,Vadodara,{'weight': 1}
1671,Ghaziabad,Greater Kolkata Area,{'weight': 1}
1672,Ghaziabad,Vishakhapatnam,{'weight': 1}
1673,Ghaziabad,Greater Nagpur Area,{'weight': 1}
1674,Bhubaneshwar,Jammu,{'weight': 1}
1675,Bhubaneshwar,Vishakhapatnam,{'weight': 1}
1676,Bangalore Urban district,Bhubaneswar,{'weight': 1}
1677,Bangalore Urban district,Gautam Buddha Nagar,{'weight': 1}
1678,Bangalore Urban district,Greater Ahmedabad Area,{'weight': 1}
1679,Bangalore Urban district,Mangaluru,{'weight': 1}
1680,Bangalore Urban district,Jamshedpur,{'weight': 1}
1681,Bangalore Urban district,Mohali district,{'weight': 1}
1682,Bangalore Urban district,Trivandrum,{'weight': 1}
1683,Bangalore Urban district,Faridabad,{'weight': 1}
1684,Bangalore Urban district,Greater Chennai Area,{'weight': 1}
1685,Bangalore Urban district,Sriperumbudur,{'weight': 1}
1686,Bangalore Urban district,Srinagar,{'weight': 1}
1687,Bangalore Urban district,Thane,{'weight': 1}
1688,Bangalore Urban district,Visakhapatnam,{'weight': 1}
1689,Bangalore Urban district,Agra,{'weight': 1}
1690,Bangalore Urban district,Vadodara,{'weight': 1}
1691,Bangalore Urban district,Greater Kolkata Area,{'weight': 1}
1692,Bangalore Urban district,Vishakhapatnam,{'weight': 1}
1693,Bangalore Urban district,Greater Nagpur Area,{'weight': 1}
1694,Srinagar,Bhubaneswar,{'weight': 1}
1695,Srinagar,Gautam Buddha Nagar,{'weight': 1}
1696,Srinagar,Greater Ahmedabad Area,{'weight': 1}
1697,Srinagar,Mangaluru,{'weight': 1}
1698,Srinagar,Jamshedpur,{'weight': 1}
1699,Srinagar,Mohali district,{'weight': 1}
1700,Srinagar,Trivandrum,{'weight': 1}
1701,Srinagar,Faridabad,{'weight': 1}
1702,Srinagar,Greater Chennai Area,{'weight': 1}
1703,Srinagar,Sriperumbudur,{'weight': 1}
1704,Srinagar,Thane,{'weight': 1}
1705,Srinagar,Visakhapatnam,{'weight': 1}
1706,Srinagar,Agra,{'weight': 1}
1707,Srinagar,Vadodara,{'weight': 1}
1708,Srinagar,Greater Kolkata Area,{'weight': 1}
1709,Srinagar,Vishakhapatnam,{'weight': 1}
1710,Srinagar,Greater Nagpur Area,{'weight': 1}
1711,Vishakhapatnam,Bhubaneswar,{'weight': 1}
1712,Vishakhapatnam,Gautam Buddha Nagar,{'weight': 1}
1713,Vishakhapatnam,Greater Ahmedabad Area,{'weight': 1}
1714,Vishakhapatnam,Mangaluru,{'weight': 1}
1715,Vishakhapatnam,Jamshedpur,{'weight': 1}
1716,Vishakhapatnam,Mohali district,{'weight': 1}
1717,Vishakhapatnam,Trivandrum,{'weight': 1}
1718,Vishakhapatnam,Faridabad,{'weight': 1}
1719,Vishakhapatnam,Jammu,{'weight': 1}
1720,Vishakhapatnam,Greater Chennai Area,{'weight': 1}
1721,Vishakhapatnam,Sriperumbudur,{'weight': 1}
1722,Vishakhapatnam,Thane,{'weight': 1}
1723,Vishakhapatnam,Visakhapatnam,{'weight': 1}
1724,Vishakhapatnam,Agra,{'weight': 1}
1725,Vishakhapatnam,Vadodara,{'weight': 1}
1726,Vishakhapatnam,Greater Kolkata Area,{'weight': 1}
1727,Vishakhapatnam,Greater Nagpur Area,{'weight': 1}
1728,Bengaluru East,Vijayawada,{'weight': 1}
1729,Bengaluru East,Thane,{'weight': 1}
1730,Visakhapatnam,Bhubaneswar,{'weight': 1}
1731,Visakhapatnam,Gautam Buddha Nagar,{'weight': 1}
1732,Visakhapatnam,Greater Ahmedabad Area,{'weight': 1}
1733,Visakhapatnam,Mangaluru,{'weight': 1}
1734,Visakhapatnam,Jamshedpur,{'weight': 1}
1735,Visakhapatnam,Mohali district,{'weight': 1}
1736,Visakhapatnam,Trivandrum,{'weight': 1}
1737,Visakhapatnam,Faridabad,{'weight': 1}
1738,Visakhapatnam,Greater Chennai Area,{'weight': 1}
1739,Visakhapatnam,Sriperumbudur,{'weight': 1}
1740,Visakhapatnam,Thane,{'weight': 1}
1741,Visakhapatnam,Agra,{'weight': 1}
1742,Visakhapatnam,Vadodara,{'weight': 1}
1743,Visakhapatnam,Greater Kolkata Area,{'weight': 1}
1744,Visakhapatnam,Greater Nagpur Area,{'weight': 1}
1745,Thane,Bhubaneswar,{'weight': 1}
1746,Thane,Gautam Buddha Nagar,{'weight': 1}
1747,Thane,Greater Ahmedabad Area,{'weight': 1}
1748,Thane,Mangaluru,{'weight': 1}
1749,Thane,Jamshedpur,{'weight': 1}
1750,Thane,Mohali district,{'weight': 1}
1751,Thane,Trivandrum,{'weight': 1}
1752,Thane,Faridabad,{'weight': 1}
1753,Thane,Greater Chennai Area,{'weight': 1}
1754,Thane,Vijayawada,{'weight': 1}
1755,Thane,Sriperumbudur,{'weight': 1}
1756,Thane,Agra,{'weight': 1}
1757,Thane,Vadodara,{'weight': 1}
1758,Thane,Greater Kolkata Area,{'weight': 1}
1759,Thane,Greater Nagpur Area,{'weight': 1}
1760,Vadodara,Bhubaneswar,{'weight': 1}
1761,Vadodara,Gautam Buddha Nagar,{'weight': 1}
1762,Vadodara,Greater Ahmedabad Area,{'weight': 1}
1763,Vadodara,Mangaluru,{'weight': 1}
1764,Vadodara,Jamshedpur,{'weight': 1}
1765,Vadodara,Mohali district,{'weight': 1}
1766,Vadodara,Trivandrum,{'weight': 1}
1767,Vadodara,Faridabad,{'weight': 1}
1768,Vadodara,Greater Chennai Area,{'weight': 1}
1769,Vadodara,Sriperumbudur,{'weight': 1}
1770,Vadodara,Agra,{'weight': 1}
1771,Vadodara,Greater Kolkata Area,{'weight': 1}
1772,Vadodara,Greater Nagpur Area,{'weight': 1}
1773,Mohali district,Bhubaneswar,{'weight': 1}
1774,Mohali district,Gautam Buddha Nagar,{'weight': 1}
1775,Mohali district,Greater Ahmedabad Area,{'weight': 1}
1776,Mohali district,Mangaluru,{'weight': 1}
1777,Mohali district,Jamshedpur,{'weight': 1}
1778,Mohali district,Trivandrum,{'weight': 1}
1779,Mohali district,Faridabad,{'weight': 1}
1780,Mohali district,Greater Chennai Area,{'weight': 1}
1781,Mohali district,Jalandhar,{'weight': 1}
1782,Mohali district,Vijayawada,{'weight': 1}
1783,Mohali district,Sriperumbudur,{'weight': 1}
1784,Mohali district,Agra,{'weight': 1}
1785,Mohali district,Greater Kolkata Area,{'weight': 1}
1786,Mohali district,Greater Nagpur Area,{'weight': 1}
1787,Greater Ahmedabad Area,Bhubaneswar,{'weight': 1}
1788,Greater Ahmedabad Area,Gautam Buddha Nagar,{'weight': 1}
1789,Greater Ahmedabad Area,Mangaluru,{'weight': 1}
1790,Greater Ahmedabad Area,Jamshedpur,{'weight': 1}
1791,Greater Ahmedabad Area,Trivandrum,{'weight': 1}
1792,Greater Ahmedabad Area,Faridabad,{'weight': 1}
1793,Greater Ahmedabad Area,Greater Chennai Area,{'weight': 1}
1794,Greater Ahmedabad Area,Sriperumbudur,{'weight': 1}
1795,Greater Ahmedabad Area,Agra,{'weight': 1}
1796,Greater Ahmedabad Area,Greater Kolkata Area,{'weight': 1}
1797,Greater Ahmedabad Area,Greater Nagpur Area,{'weight': 1}
1798,Greater Chennai Area,Bhubaneswar,{'weight': 1}
1799,Greater Chennai Area,Gautam Buddha Nagar,{'weight': 1}
1800,Greater Chennai Area,Mangaluru,{'weight': 1}
1801,Greater Chennai Area,Jamshedpur,{'weight': 1}
1802,Greater Chennai Area,Trivandrum,{'weight': 1}
1803,Greater Chennai Area,Faridabad,{'weight': 1}
1804,Greater Chennai Area,Sriperumbudur,{'weight': 1}
1805,Greater Chennai Area,Agra,{'weight': 1}
1806,Greater Chennai Area,Greater Kolkata Area,{'weight': 1}
1807,Greater Chennai Area,Greater Nagpur Area,{'weight': 1}
1808,Faridabad,Bhubaneswar,{'weight': 1}
1809,Faridabad,Gautam Buddha Nagar,{'weight': 1}
1810,Faridabad,Mangaluru,{'weight': 1}
1811,Faridabad,Jamshedpur,{'weight': 1}
1812,Faridabad,Trivandrum,{'weight': 1}
1813,Faridabad,Sriperumbudur,{'weight': 1}
1814,Faridabad,Agra,{'weight': 1}
1815,Faridabad,Greater Kolkata Area,{'weight': 1}
1816,Faridabad,Greater Nagpur Area,{'weight': 1}
1817,Jamshedpur,Bhubaneswar,{'weight': 1}
1818,Jamshedpur,Gautam Buddha Nagar,{'weight': 1}
1819,Jamshedpur,Mangaluru,{'weight': 1}
1820,Jamshedpur,Trivandrum,{'weight': 1}
1821,Jamshedpur,Sriperumbudur,{'weight': 1}
1822,Jamshedpur,Agra,{'weight': 1}
1823,Jamshedpur,Greater Kolkata Area,{'weight': 1}
1824,Jamshedpur,Greater Nagpur Area,{'weight': 1}
1825,Bhubaneswar,Gautam Buddha Nagar,{'weight': 1}
1826,Bhubaneswar,Mangaluru,{'weight': 1}
1827,Bhubaneswar,Trivandrum,{'weight': 1}
1828,Bhubaneswar,Sriperumbudur,{'weight': 1}
1829,Bhubaneswar,Agra,{'weight': 1}
1830,Bhubaneswar,Greater Kolkata Area,{'weight': 1}
1831,Bhubaneswar,Greater Nagpur Area,{'weight': 1}
1832,Trivandrum,Gautam Buddha Nagar,{'weight': 1}
1833,Trivandrum,Mangaluru,{'weight': 1}
1834,Trivandrum,Sriperumbudur,{'weight': 1}
1835,Trivandrum,Agra,{'weight': 1}
1836,Trivandrum,Greater Kolkata Area,{'weight': 1}
1837,Trivandrum,Greater Nagpur Area,{'weight': 1}
1838,Agra,Gautam Buddha Nagar,{'weight': 1}
1839,Agra,Mangaluru,{'weight': 1}
1840,Agra,Sriperumbudur,{'weight': 1}
1841,Agra,Greater Kolkata Area,{'weight': 1}
1842,Agra,Greater Nagpur Area,{'weight': 1}
1843,Vijayawada,Jalandhar,{'weight': 1}
1844,Greater Nagpur Area,Gautam Buddha Nagar,{'weight': 1}
1845,Greater Nagpur Area,Mangaluru,{'weight': 1}
1846,Greater Nagpur Area,Sriperumbudur,{'weight': 1}
1847,Greater Nagpur Area,Greater Kolkata Area,{'weight': 1}
1848,Mangaluru,Gautam Buddha Nagar,{'weight': 1}
1849,Mangaluru,Sriperumbudur,{'weight': 1}
1850,Mangaluru,Greater Kolkata Area,{'weight': 1}
1851,Greater Kolkata Area,Gautam Buddha Nagar,{'weight': 1}
1852,Greater Kolkata Area,Sriperumbudur,{'weight': 1}
1853,Gautam Buddha Nagar,Sriperumbudur,{'weight': 1}
