,source,target,weight
1105,Kalyan,Sahibzada Ajit Singh Nagar,{'weight': 1}
1106,Kalyan,Greater Coimbatore Area,{'weight': 1}
1107,Kalyan,Greater Hyderabad Area,{'weight': 1}
1108,Kalyan,Sriperumbudur,{'weight': 1}
1109,Kalyan,Srinagar,{'weight': 1}
1110,Kalyan,Thane,{'weight': 1}
1111,Kalyan,Visakhapatnam,{'weight': 1}
1112,Kalyan,Thiruvananthapuram,{'weight': 1}
1113,Kalyan,Agra,{'weight': 1}
1114,Kalyan,Vadodara,{'weight': 1}
1115,Kalyan,Greater Delhi Area,{'weight': 1}
1116,Kalyan,Greater Kolkata Area,{'weight': 1}
1117,Kalyan,Dehradun,{'weight': 1}
1118,Kalyan,Navi Mumbai,{'weight': 1}
1119,Kalyan,Ghaziabad,{'weight': 1}
1120,Kalyan,Vishakhapatnam,{'weight': 1}
1121,Kalyan,Greater Nagpur Area,{'weight': 1}
1122,Ludhiana,Bhubaneswar,{'weight': 1}
1123,Ludhiana,Gautam Buddha Nagar,{'weight': 1}
1124,Ludhiana,Rajkot,{'weight': 1}
1125,Ludhiana,Greater Ahmedabad Area,{'weight': 1}
1126,Ludhiana,Amritsar,{'weight': 1}
1127,Ludhiana,Mangaluru,{'weight': 1}
1128,Ludhiana,Jamshedpur,{'weight': 1}
1129,Ludhiana,Bangalore Urban district,{'weight': 1}
1130,Ludhiana,Lucknow,{'weight': 1}
1131,Ludhiana,Mohali district,{'weight': 1}
1132,Ludhiana,Kanpur,{'weight': 1}
1133,Ludhiana,Trivandrum,{'weight': 1}
1134,Ludhiana,Indore,{'weight': 1}
1135,Ludhiana,Coimbatore,{'weight': 1}
1136,Ludhiana,Kochi,{'weight': 1}
1137,Ludhiana,Faridabad,{'weight': 1}
1138,Ludhiana,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1139,Ludhiana,Pimpri Chinchwad,{'weight': 1}
1140,Ludhiana,Greater Chennai Area,{'weight': 1}
1141,Ludhiana,Patna,{'weight': 1}
1142,Ludhiana,Sahibzada Ajit Singh Nagar,{'weight': 1}
1143,Ludhiana,Greater Coimbatore Area,{'weight': 1}
1144,Ludhiana,Greater Hyderabad Area,{'weight': 1}
1145,Ludhiana,Sriperumbudur,{'weight': 1}
1146,Ludhiana,Srinagar,{'weight': 1}
1147,Ludhiana,Thane,{'weight': 1}
1148,Ludhiana,Visakhapatnam,{'weight': 1}
1149,Ludhiana,Thiruvananthapuram,{'weight': 1}
1150,Ludhiana,Agra,{'weight': 1}
1151,Ludhiana,Vadodara,{'weight': 1}
1152,Ludhiana,Greater Delhi Area,{'weight': 1}
1153,Ludhiana,Greater Kolkata Area,{'weight': 1}
1154,Ludhiana,Dehradun,{'weight': 1}
1155,Ludhiana,Navi Mumbai,{'weight': 1}
1156,Ludhiana,Ghaziabad,{'weight': 1}
1157,Ludhiana,Vishakhapatnam,{'weight': 1}
1158,Ludhiana,Greater Nagpur Area,{'weight': 1}
1159,Amritsar,Bhubaneswar,{'weight': 1}
1160,Amritsar,Gautam Buddha Nagar,{'weight': 1}
1161,Amritsar,Rajkot,{'weight': 1}
1162,Amritsar,Greater Ahmedabad Area,{'weight': 1}
1163,Amritsar,Mangaluru,{'weight': 1}
1164,Amritsar,Jamshedpur,{'weight': 1}
1165,Amritsar,Bangalore Urban district,{'weight': 1}
1166,Amritsar,Lucknow,{'weight': 1}
1167,Amritsar,Mohali district,{'weight': 1}
1168,Amritsar,Kanpur,{'weight': 1}
1169,Amritsar,Trivandrum,{'weight': 1}
1170,Amritsar,Indore,{'weight': 1}
1171,Amritsar,Coimbatore,{'weight': 1}
1172,Amritsar,Kochi,{'weight': 1}
1173,Amritsar,Faridabad,{'weight': 1}
1174,Amritsar,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1175,Amritsar,Pimpri Chinchwad,{'weight': 1}
1176,Amritsar,Greater Chennai Area,{'weight': 1}
1177,Amritsar,Patna,{'weight': 1}
1178,Amritsar,Sahibzada Ajit Singh Nagar,{'weight': 1}
1179,Amritsar,Greater Coimbatore Area,{'weight': 1}
1180,Amritsar,Greater Hyderabad Area,{'weight': 1}
1181,Amritsar,Sriperumbudur,{'weight': 1}
1182,Amritsar,Srinagar,{'weight': 1}
1183,Amritsar,Thane,{'weight': 1}
1184,Amritsar,Visakhapatnam,{'weight': 1}
1185,Amritsar,Thiruvananthapuram,{'weight': 1}
1186,Amritsar,Agra,{'weight': 1}
1187,Amritsar,Vadodara,{'weight': 1}
1188,Amritsar,Greater Delhi Area,{'weight': 1}
1189,Amritsar,Greater Kolkata Area,{'weight': 1}
1190,Amritsar,Dehradun,{'weight': 1}
1191,Amritsar,Navi Mumbai,{'weight': 1}
1192,Amritsar,Ghaziabad,{'weight': 1}
1193,Amritsar,Vishakhapatnam,{'weight': 1}
1194,Amritsar,Greater Nagpur Area,{'weight': 1}
1195,Patna,Bhubaneswar,{'weight': 1}
1196,Patna,Gautam Buddha Nagar,{'weight': 1}
1197,Patna,Rajkot,{'weight': 1}
1198,Patna,Greater Ahmedabad Area,{'weight': 1}
1199,Patna,Mangaluru,{'weight': 1}
1200,Patna,Jamshedpur,{'weight': 1}
1201,Patna,Bangalore Urban district,{'weight': 1}
1202,Patna,Lucknow,{'weight': 1}
1203,Patna,Mohali district,{'weight': 1}
1204,Patna,Kanpur,{'weight': 1}
1205,Patna,Trivandrum,{'weight': 1}
1206,Patna,Indore,{'weight': 1}
1207,Patna,Coimbatore,{'weight': 1}
1208,Patna,Kochi,{'weight': 1}
1209,Patna,Faridabad,{'weight': 1}
1210,Patna,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1211,Patna,Pimpri Chinchwad,{'weight': 1}
1212,Patna,Greater Chennai Area,{'weight': 1}
1213,Patna,Sahibzada Ajit Singh Nagar,{'weight': 1}
1214,Patna,Greater Coimbatore Area,{'weight': 1}
1215,Patna,Greater Hyderabad Area,{'weight': 1}
1216,Patna,Sriperumbudur,{'weight': 1}
1217,Patna,Srinagar,{'weight': 1}
1218,Patna,Thane,{'weight': 1}
1219,Patna,Visakhapatnam,{'weight': 1}
1220,Patna,Thiruvananthapuram,{'weight': 1}
1221,Patna,Agra,{'weight': 1}
1222,Patna,Vadodara,{'weight': 1}
1223,Patna,Greater Delhi Area,{'weight': 1}
1224,Patna,Greater Kolkata Area,{'weight': 1}
1225,Patna,Dehradun,{'weight': 1}
1226,Patna,Navi Mumbai,{'weight': 1}
1227,Patna,Ghaziabad,{'weight': 1}
1228,Patna,Vishakhapatnam,{'weight': 1}
1229,Patna,Greater Nagpur Area,{'weight': 1}
1230,Thiruvananthapuram,Bhubaneswar,{'weight': 1}
1231,Thiruvananthapuram,Gautam Buddha Nagar,{'weight': 1}
1232,Thiruvananthapuram,Rajkot,{'weight': 1}
1233,Thiruvananthapuram,Greater Ahmedabad Area,{'weight': 1}
1234,Thiruvananthapuram,Mangaluru,{'weight': 1}
1235,Thiruvananthapuram,Jamshedpur,{'weight': 1}
1236,Thiruvananthapuram,Bangalore Urban district,{'weight': 1}
1237,Thiruvananthapuram,Lucknow,{'weight': 1}
1238,Thiruvananthapuram,Mohali district,{'weight': 1}
1239,Thiruvananthapuram,Kanpur,{'weight': 1}
1240,Thiruvananthapuram,Trivandrum,{'weight': 1}
1241,Thiruvananthapuram,Indore,{'weight': 1}
1242,Thiruvananthapuram,Coimbatore,{'weight': 1}
1243,Thiruvananthapuram,Kochi,{'weight': 1}
1244,Thiruvananthapuram,Faridabad,{'weight': 1}
1245,Thiruvananthapuram,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1246,Thiruvananthapuram,Pimpri Chinchwad,{'weight': 1}
1247,Thiruvananthapuram,Greater Chennai Area,{'weight': 1}
1248,Thiruvananthapuram,Sahibzada Ajit Singh Nagar,{'weight': 1}
1249,Thiruvananthapuram,Greater Coimbatore Area,{'weight': 1}
1250,Thiruvananthapuram,Greater Hyderabad Area,{'weight': 1}
1251,Thiruvananthapuram,Sriperumbudur,{'weight': 1}
1252,Thiruvananthapuram,Srinagar,{'weight': 1}
1253,Thiruvananthapuram,Thane,{'weight': 1}
1254,Thiruvananthapuram,Visakhapatnam,{'weight': 1}
1255,Thiruvananthapuram,Agra,{'weight': 1}
1256,Thiruvananthapuram,Vadodara,{'weight': 1}
1257,Thiruvananthapuram,Greater Delhi Area,{'weight': 1}
1258,Thiruvananthapuram,Greater Kolkata Area,{'weight': 1}
1259,Thiruvananthapuram,Dehradun,{'weight': 1}
1260,Thiruvananthapuram,Navi Mumbai,{'weight': 1}
1261,Thiruvananthapuram,Ghaziabad,{'weight': 1}
1262,Thiruvananthapuram,Vishakhapatnam,{'weight': 1}
1263,Thiruvananthapuram,Greater Nagpur Area,{'weight': 1}
1264,Kochi,Bhubaneswar,{'weight': 1}
1265,Kochi,Gautam Buddha Nagar,{'weight': 1}
1266,Kochi,Rajkot,{'weight': 1}
1267,Kochi,Greater Ahmedabad Area,{'weight': 1}
1268,Kochi,Mangaluru,{'weight': 1}
1269,Kochi,Jamshedpur,{'weight': 1}
1270,Kochi,Bangalore Urban district,{'weight': 1}
1271,Kochi,Lucknow,{'weight': 1}
1272,Kochi,Mohali district,{'weight': 1}
1273,Kochi,Kanpur,{'weight': 1}
1274,Kochi,Trivandrum,{'weight': 1}
1275,Kochi,Indore,{'weight': 1}
1276,Kochi,Coimbatore,{'weight': 2}
1277,Kochi,Faridabad,{'weight': 1}
1278,Kochi,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1279,Kochi,Pimpri Chinchwad,{'weight': 1}
1280,Kochi,Greater Chennai Area,{'weight': 1}
1281,Kochi,Bengaluru East,{'weight': 1}
1282,Kochi,Sahibzada Ajit Singh Nagar,{'weight': 1}
1283,Kochi,Greater Coimbatore Area,{'weight': 1}
1284,Kochi,Greater Hyderabad Area,{'weight': 1}
1285,Kochi,Vijayawada,{'weight': 1}
1286,Kochi,Sriperumbudur,{'weight': 1}
1287,Kochi,Srinagar,{'weight': 1}
1288,Kochi,Thane,{'weight': 2}
1289,Kochi,Visakhapatnam,{'weight': 1}
1290,Kochi,Agra,{'weight': 1}
1291,Kochi,Vadodara,{'weight': 1}
1292,Kochi,Greater Delhi Area,{'weight': 1}
1293,Kochi,Greater Kolkata Area,{'weight': 1}
1294,Kochi,Dehradun,{'weight': 1}
1295,Kochi,Navi Mumbai,{'weight': 2}
1296,Kochi,Ghaziabad,{'weight': 1}
1297,Kochi,Vishakhapatnam,{'weight': 1}
1298,Kochi,Greater Nagpur Area,{'weight': 1}
1299,Indore,Bhubaneswar,{'weight': 1}
1300,Indore,Gautam Buddha Nagar,{'weight': 1}
1301,Indore,Rajkot,{'weight': 1}
1302,Indore,Greater Ahmedabad Area,{'weight': 1}
1303,Indore,Mangaluru,{'weight': 1}
1304,Indore,Jamshedpur,{'weight': 1}
1305,Indore,Bangalore Urban district,{'weight': 1}
1306,Indore,Lucknow,{'weight': 1}
1307,Indore,Mohali district,{'weight': 1}
1308,Indore,Kanpur,{'weight': 1}
1309,Indore,Trivandrum,{'weight': 1}
1310,Indore,Coimbatore,{'weight': 1}
1311,Indore,Faridabad,{'weight': 1}
1312,Indore,Pune/Pimpri-Chinchwad Area,{'weight': 1}
1313,Indore,Pimpri Chinchwad,{'weight': 1}
1314,Indore,Greater Chennai Area,{'weight': 1}
1315,Indore,Sahibzada Ajit Singh Nagar,{'weight': 1}
1316,Indore,Greater Coimbatore Area,{'weight': 1}
1317,Indore,Greater Hyderabad Area,{'weight': 2}
1318,Indore,Sriperumbudur,{'weight': 1}
1319,Indore,Srinagar,{'weight': 1}
1320,Indore,Thane,{'weight': 1}
1321,Indore,Visakhapatnam,{'weight': 1}
1322,Indore,Agra,{'weight': 1}
1323,Indore,Vadodara,{'weight': 2}
1324,Indore,Greater Delhi Area,{'weight': 1}
1325,Indore,Greater Kolkata Area,{'weight': 1}
1326,Indore,Dehradun,{'weight': 1}
1327,Indore,Navi Mumbai,{'weight': 1}
1328,Indore,Ghaziabad,{'weight': 1}
1329,Indore,Vishakhapatnam,{'weight': 1}
1330,Indore,Greater Nagpur Area,{'weight': 1}
1331,Pune/Pimpri-Chinchwad Area,Bhubaneswar,{'weight': 1}
1332,Pune/Pimpri-Chinchwad Area,Gautam Buddha Nagar,{'weight': 1}
1333,Pune/Pimpri-Chinchwad Area,Greater Ahmedabad Area,{'weight': 1}
1334,Pune/Pimpri-Chinchwad Area,Jamshedpur,{'weight': 1}
1335,Pune/Pimpri-Chinchwad Area,Bangalore Urban district,{'weight': 1}
1336,Pune/Pimpri-Chinchwad Area,Lucknow,{'weight': 1}
1337,Pune/Pimpri-Chinchwad Area,Mohali district,{'weight': 2}
1338,Pune/Pimpri-Chinchwad Area,Trivandrum,{'weight': 1}
1339,Pune/Pimpri-Chinchwad Area,Coimbatore,{'weight': 1}
1340,Pune/Pimpri-Chinchwad Area,Pimpri Chinchwad,{'weight': 1}
1341,Pune/Pimpri-Chinchwad Area,Greater Coimbatore Area,{'weight': 1}
1342,Pune/Pimpri-Chinchwad Area,Greater Hyderabad Area,{'weight': 1}
1343,Pune/Pimpri-Chinchwad Area,Sriperumbudur,{'weight': 1}
1344,Pune/Pimpri-Chinchwad Area,Srinagar,{'weight': 1}
1345,Pune/Pimpri-Chinchwad Area,Vadodara,{'weight': 1}
1346,Pune/Pimpri-Chinchwad Area,Greater Delhi Area,{'weight': 2}
1347,Pune/Pimpri-Chinchwad Area,Dehradun,{'weight': 2}
1348,Pune/Pimpri-Chinchwad Area,Navi Mumbai,{'weight': 2}
1349,Pune/Pimpri-Chinchwad Area,Ghaziabad,{'weight': 1}
1350,Pune/Pimpri-Chinchwad Area,Vishakhapatnam,{'weight': 2}
1351,Pune/Pimpri-Chinchwad Area,Rajkot,{'weight': 1}
1352,Pune/Pimpri-Chinchwad Area,Mangaluru,{'weight': 1}
1353,Pune/Pimpri-Chinchwad Area,Kanpur,{'weight': 1}
1354,Pune/Pimpri-Chinchwad Area,Faridabad,{'weight': 1}
1355,Pune/Pimpri-Chinchwad Area,Jammu,{'weight': 1}
1356,Pune/Pimpri-Chinchwad Area,Greater Chennai Area,{'weight': 1}
1357,Pune/Pimpri-Chinchwad Area,Jalandhar,{'weight': 1}
1358,Pune/Pimpri-Chinchwad Area,Sahibzada Ajit Singh Nagar,{'weight': 1}
1359,Pune/Pimpri-Chinchwad Area,Vijayawada,{'weight': 1}
1360,Pune/Pimpri-Chinchwad Area,Bhubaneshwar,{'weight': 1}
1361,Pune/Pimpri-Chinchwad Area,Thane,{'weight': 1}
1362,Pune/Pimpri-Chinchwad Area,Visakhapatnam,{'weight': 1}
1363,Pune/Pimpri-Chinchwad Area,Agra,{'weight': 1}
1364,Pune/Pimpri-Chinchwad Area,Greater Kolkata Area,{'weight': 1}
1365,Pune/Pimpri-Chinchwad Area,Kozhikode,{'weight': 1}
1366,Pune/Pimpri-Chinchwad Area,Greater Nagpur Area,{'weight': 1}
1367,Dehradun,Bhubaneswar,{'weight': 1}
1368,Dehradun,Gautam Buddha Nagar,{'weight': 1}
1369,Dehradun,Rajkot,{'weight': 1}
1370,Dehradun,Greater Ahmedabad Area,{'weight': 1}
1371,Dehradun,Mangaluru,{'weight': 1}
1372,Dehradun,Jamshedpur,{'weight': 1}
1373,Dehradun,Bangalore Urban district,{'weight': 1}
1374,Dehradun,Lucknow,{'weight': 1}
1375,Dehradun,Mohali district,{'weight': 2}
1376,Dehradun,Kanpur,{'weight': 1}
1377,Dehradun,Trivandrum,{'weight': 1}
1378,Dehradun,Coimbatore,{'weight': 1}
1379,Dehradun,Faridabad,{'weight': 1}
1380,Dehradun,Pimpri Chinchwad,{'weight': 1}
1381,Dehradun,Greater Chennai Area,{'weight': 1}
1382,Dehradun,Jalandhar,{'weight': 1}
1383,Dehradun,Sahibzada Ajit Singh Nagar,{'weight': 1}
1384,Dehradun,Greater Coimbatore Area,{'weight': 1}
1385,Dehradun,Greater Hyderabad Area,{'weight': 1}
1386,Dehradun,Vijayawada,{'weight': 1}
1387,Dehradun,Sriperumbudur,{'weight': 1}
1388,Dehradun,Srinagar,{'weight': 1}
1389,Dehradun,Thane,{'weight': 1}
1390,Dehradun,Visakhapatnam,{'weight': 1}
1391,Dehradun,Agra,{'weight': 1}
1392,Dehradun,Vadodara,{'weight': 1}
1393,Dehradun,Greater Delhi Area,{'weight': 2}
1394,Dehradun,Greater Kolkata Area,{'weight': 2}
1395,Dehradun,Navi Mumbai,{'weight': 3}
1396,Dehradun,Ghaziabad,{'weight': 1}
1397,Dehradun,Vishakhapatnam,{'weight': 1}
1398,Dehradun,Greater Nagpur Area,{'weight': 1}
1399,Greater Hyderabad Area,Bhubaneswar,{'weight': 1}
1400,Greater Hyderabad Area,Gautam Buddha Nagar,{'weight': 1}
1401,Greater Hyderabad Area,Rajkot,{'weight': 1}
1402,Greater Hyderabad Area,Greater Ahmedabad Area,{'weight': 1}
1403,Greater Hyderabad Area,Mangaluru,{'weight': 1}
1404,Greater Hyderabad Area,Jamshedpur,{'weight': 1}
1405,Greater Hyderabad Area,Bangalore Urban district,{'weight': 1}
1406,Greater Hyderabad Area,Lucknow,{'weight': 1}
1407,Greater Hyderabad Area,Mohali district,{'weight': 1}
1408,Greater Hyderabad Area,Kanpur,{'weight': 1}
1409,Greater Hyderabad Area,Trivandrum,{'weight': 1}
1410,Greater Hyderabad Area,Coimbatore,{'weight': 1}
1411,Greater Hyderabad Area,Faridabad,{'weight': 1}
1412,Greater Hyderabad Area,Pimpri Chinchwad,{'weight': 1}
1413,Greater Hyderabad Area,Greater Chennai Area,{'weight': 1}
1414,Greater Hyderabad Area,Sahibzada Ajit Singh Nagar,{'weight': 1}
1415,Greater Hyderabad Area,Greater Coimbatore Area,{'weight': 1}
1416,Greater Hyderabad Area,Sriperumbudur,{'weight': 1}
1417,Greater Hyderabad Area,Srinagar,{'weight': 1}
1418,Greater Hyderabad Area,Thane,{'weight': 1}
1419,Greater Hyderabad Area,Visakhapatnam,{'weight': 1}
1420,Greater Hyderabad Area,Agra,{'weight': 1}
1421,Greater Hyderabad Area,Vadodara,{'weight': 2}
1422,Greater Hyderabad Area,Greater Delhi Area,{'weight': 1}
1423,Greater Hyderabad Area,Greater Kolkata Area,{'weight': 1}
1424,Greater Hyderabad Area,Navi Mumbai,{'weight': 1}
1425,Greater Hyderabad Area,Ghaziabad,{'weight': 1}
1426,Greater Hyderabad Area,Vishakhapatnam,{'weight': 1}
1427,Greater Hyderabad Area,Greater Nagpur Area,{'weight': 1}
1428,Lucknow,Bhubaneswar,{'weight': 1}
1429,Lucknow,Gautam Buddha Nagar,{'weight': 1}
1430,Lucknow,Rajkot,{'weight': 1}
1431,Lucknow,Greater Ahmedabad Area,{'weight': 1}
1432,Lucknow,Mangaluru,{'weight': 1}
1433,Lucknow,Jamshedpur,{'weight': 1}
1434,Lucknow,Bangalore Urban district,{'weight': 1}
1435,Lucknow,Mohali district,{'weight': 1}
1436,Lucknow,Kanpur,{'weight': 1}
1437,Lucknow,Trivandrum,{'weight': 1}
1438,Lucknow,Coimbatore,{'weight': 1}
1439,Lucknow,Faridabad,{'weight': 1}
1440,Lucknow,Pimpri Chinchwad,{'weight': 1}
1441,Lucknow,Greater Chennai Area,{'weight': 1}
1442,Lucknow,Sahibzada Ajit Singh Nagar,{'weight': 1}
1443,Lucknow,Greater Coimbatore Area,{'weight': 1}
1444,Lucknow,Sriperumbudur,{'weight': 1}
1445,Lucknow,Srinagar,{'weight': 1}
1446,Lucknow,Thane,{'weight': 1}
1447,Lucknow,Visakhapatnam,{'weight': 1}
1448,Lucknow,Agra,{'weight': 1}
1449,Lucknow,Vadodara,{'weight': 1}
1450,Lucknow,Greater Delhi Area,{'weight': 1}
1451,Lucknow,Greater Kolkata Area,{'weight': 1}
1452,Lucknow,Navi Mumbai,{'weight': 1}
1453,Lucknow,Ghaziabad,{'weight': 1}
1454,Lucknow,Vishakhapatnam,{'weight': 1}
1455,Lucknow,Greater Nagpur Area,{'weight': 1}
1456,Sahibzada Ajit Singh Nagar,Bhubaneswar,{'weight': 1}
1457,Sahibzada Ajit Singh Nagar,Gautam Buddha Nagar,{'weight': 1}
1458,Sahibzada Ajit Singh Nagar,Rajkot,{'weight': 1}
1459,Sahibzada Ajit Singh Nagar,Greater Ahmedabad Area,{'weight': 1}
1460,Sahibzada Ajit Singh Nagar,Mangaluru,{'weight': 1}
1461,Sahibzada Ajit Singh Nagar,Jamshedpur,{'weight': 1}
1462,Sahibzada Ajit Singh Nagar,Bangalore Urban district,{'weight': 1}
1463,Sahibzada Ajit Singh Nagar,Mohali district,{'weight': 1}
1464,Sahibzada Ajit Singh Nagar,Kanpur,{'weight': 1}
1465,Sahibzada Ajit Singh Nagar,Trivandrum,{'weight': 1}
1466,Sahibzada Ajit Singh Nagar,Coimbatore,{'weight': 1}
1467,Sahibzada Ajit Singh Nagar,Faridabad,{'weight': 1}
1468,Sahibzada Ajit Singh Nagar,Pimpri Chinchwad,{'weight': 1}
1469,Sahibzada Ajit Singh Nagar,Greater Chennai Area,{'weight': 1}
1470,Sahibzada Ajit Singh Nagar,Greater Coimbatore Area,{'weight': 1}
1471,Sahibzada Ajit Singh Nagar,Sriperumbudur,{'weight': 1}
1472,Sahibzada Ajit Singh Nagar,Srinagar,{'weight': 1}
1473,Sahibzada Ajit Singh Nagar,Thane,{'weight': 1}
1474,Sahibzada Ajit Singh Nagar,Visakhapatnam,{'weight': 1}
1475,Sahibzada Ajit Singh Nagar,Agra,{'weight': 1}
1476,Sahibzada Ajit Singh Nagar,Vadodara,{'weight': 1}
1477,Sahibzada Ajit Singh Nagar,Greater Delhi Area,{'weight': 1}
1478,Sahibzada Ajit Singh Nagar,Greater Kolkata Area,{'weight': 1}
1479,Sahibzada Ajit Singh Nagar,Navi Mumbai,{'weight': 1}
1480,Sahibzada Ajit Singh Nagar,Ghaziabad,{'weight': 1}
1481,Sahibzada Ajit Singh Nagar,Vishakhapatnam,{'weight': 1}
1482,Sahibzada Ajit Singh Nagar,Greater Nagpur Area,{'weight': 1}
1483,Coimbatore,Bhubaneswar,{'weight': 1}
1484,Coimbatore,Gautam Buddha Nagar,{'weight': 1}
1485,Coimbatore,Rajkot,{'weight': 1}
1486,Coimbatore,Greater Ahmedabad Area,{'weight': 1}
1487,Coimbatore,Mangaluru,{'weight': 1}
1488,Coimbatore,Jamshedpur,{'weight': 1}
1489,Coimbatore,Bangalore Urban district,{'weight': 1}
1490,Coimbatore,Mohali district,{'weight': 1}
1491,Coimbatore,Kanpur,{'weight': 1}
1492,Coimbatore,Trivandrum,{'weight': 1}
1493,Coimbatore,Faridabad,{'weight': 1}
1494,Coimbatore,Pimpri Chinchwad,{'weight': 1}
1495,Coimbatore,Greater Chennai Area,{'weight': 1}
1496,Coimbatore,Bengaluru East,{'weight': 1}
1497,Coimbatore,Greater Coimbatore Area,{'weight': 1}
1498,Coimbatore,Vijayawada,{'weight': 1}
1499,Coimbatore,Sriperumbudur,{'weight': 1}
1500,Coimbatore,Srinagar,{'weight': 1}
1501,Coimbatore,Thane,{'weight': 2}
1502,Coimbatore,Visakhapatnam,{'weight': 1}
1503,Coimbatore,Agra,{'weight': 1}
1504,Coimbatore,Vadodara,{'weight': 1}
1505,Coimbatore,Greater Delhi Area,{'weight': 1}
1506,Coimbatore,Greater Kolkata Area,{'weight': 1}
1507,Coimbatore,Navi Mumbai,{'weight': 1}
1508,Coimbatore,Ghaziabad,{'weight': 1}
1509,Coimbatore,Vishakhapatnam,{'weight': 1}
1510,Coimbatore,Greater Nagpur Area,{'weight': 1}
1511,Kozhikode,Bhubaneshwar,{'weight': 1}
1512,Kozhikode,Jammu,{'weight': 1}
1513,Kozhikode,Vishakhapatnam,{'weight': 1}
1514,Rajkot,Bhubaneswar,{'weight': 1}
1515,Rajkot,Gautam Buddha Nagar,{'weight': 1}
1516,Rajkot,Greater Ahmedabad Area,{'weight': 1}
1517,Rajkot,Mangaluru,{'weight': 1}
1518,Rajkot,Jamshedpur,{'weight': 1}
1519,Rajkot,Bangalore Urban district,{'weight': 1}
1520,Rajkot,Mohali district,{'weight': 1}
1521,Rajkot,Kanpur,{'weight': 1}
1522,Rajkot,Trivandrum,{'weight': 1}
1523,Rajkot,Faridabad,{'weight': 1}
1524,Rajkot,Pimpri Chinchwad,{'weight': 1}
1525,Rajkot,Greater Chennai Area,{'weight': 1}
1526,Rajkot,Greater Coimbatore Area,{'weight': 1}
1527,Rajkot,Sriperumbudur,{'weight': 1}
1528,Rajkot,Srinagar,{'weight': 1}
1529,Rajkot,Thane,{'weight': 1}
1530,Rajkot,Visakhapatnam,{'weight': 1}
1531,Rajkot,Agra,{'weight': 1}
1532,Rajkot,Vadodara,{'weight': 1}
1533,Rajkot,Greater Delhi Area,{'weight': 1}
1534,Rajkot,Greater Kolkata Area,{'weight': 1}
1535,Rajkot,Navi Mumbai,{'weight': 1}
1536,Rajkot,Ghaziabad,{'weight': 1}
1537,Rajkot,Vishakhapatnam,{'weight': 1}
1538,Rajkot,Greater Nagpur Area,{'weight': 1}
1539,Kanpur,Bhubaneswar,{'weight': 1}
1540,Kanpur,Gautam Buddha Nagar,{'weight': 1}
1541,Kanpur,Greater Ahmedabad Area,{'weight': 1}
1542,Kanpur,Mangaluru,{'weight': 1}
1543,Kanpur,Jamshedpur,{'weight': 1}
1544,Kanpur,Bangalore Urban district,{'weight': 1}
1545,Kanpur,Mohali district,{'weight': 1}
1546,Kanpur,Trivandrum,{'weight': 1}
1547,Kanpur,Faridabad,{'weight': 1}
1548,Kanpur,Pimpri Chinchwad,{'weight': 1}
1549,Kanpur,Greater Chennai Area,{'weight': 1}
1550,Kanpur,Greater Coimbatore Area,{'weight': 1}
1551,Kanpur,Sriperumbudur,{'weight': 1}
1552,Kanpur,Srinagar,{'weight': 1}
1553,Kanpur,Thane,{'weight': 1}
1554,Kanpur,Visakhapatnam,{'weight': 1}
1555,Kanpur,Agra,{'weight': 1}
1556,Kanpur,Vadodara,{'weight': 1}
1557,Kanpur,Greater Delhi Area,{'weight': 1}
1558,Kanpur,Greater Kolkata Area,{'weight': 1}
1559,Kanpur,Navi Mumbai,{'weight': 1}
1560,Kanpur,Ghaziabad,{'weight': 1}
1561,Kanpur,Vishakhapatnam,{'weight': 1}
1562,Kanpur,Greater Nagpur Area,{'weight': 1}
1563,Navi Mumbai,Bhubaneswar,{'weight': 1}
1564,Navi Mumbai,Gautam Buddha Nagar,{'weight': 1}
1565,Navi Mumbai,Greater Ahmedabad Area,{'weight': 1}
1566,Navi Mumbai,Mangaluru,{'weight': 1}
1567,Navi Mumbai,Alipur,{'weight': 1}
1568,Navi Mumbai,Jamshedpur,{'weight': 1}
1569,Navi Mumbai,Bangalore Urban district,{'weight': 1}
1570,Navi Mumbai,Mohali district,{'weight': 2}
1571,Navi Mumbai,Trivandrum,{'weight': 1}
1572,Navi Mumbai,Faridabad,{'weight': 1}
1573,Navi Mumbai,Pimpri Chinchwad,{'weight': 1}
1574,Navi Mumbai,Greater Chennai Area,{'weight': 1}
1575,Navi Mumbai,Jalandhar,{'weight': 1}
1576,Navi Mumbai,Greater Coimbatore Area,{'weight': 1}
1577,Navi Mumbai,Vijayawada,{'weight': 1}
1578,Navi Mumbai,Sriperumbudur,{'weight': 1}
1579,Navi Mumbai,Srinagar,{'weight': 1}
1580,Navi Mumbai,Thane,{'weight': 1}
1581,Navi Mumbai,Visakhapatnam,{'weight': 1}
1582,Navi Mumbai,Agra,{'weight': 1}
1583,Navi Mumbai,Vadodara,{'weight': 1}
1584,Navi Mumbai,Greater Delhi Area,{'weight': 2}
1585,Navi Mumbai,Greater Kolkata Area,{'weight': 2}
1586,Navi Mumbai,Ghaziabad,{'weight': 1}
